Sentiment Tweet_Id
negative 640876361192722432
neutral 640956631463759872
negative 641283597773705216
neutral 641313529828610048
neutral 641320847924457472
negative 641608771068948480
neutral 641650161106714624
neutral 641654143279595520
neutral 641185318293536768
negative 641189952450072576
neutral 641203973559418880
positive 641206581288374273
neutral 641225079720947712
neutral 641226472552837120
neutral 641238513304866817
neutral 641256658904162305
negative 641282246960287744
neutral 641284088385679360
negative 641284970733023232
neutral 641290713699848192
neutral 641291335861833728
negative 641296702088024064
neutral 641301414560538624
negative 641304984194297856
negative 641307382941880320
neutral 641324828788699136
neutral 641335931094630400
negative 641345733367431168
neutral 641351046913134592
neutral 641351292338618368
neutral 641354270781009920
neutral 641354691125706752
neutral 641354833195220993
neutral 641361243916234752
neutral 641364548700606464
negative 641378443150651392
neutral 641378646012227584
neutral 641380447927316480
negative 641384379521069056
neutral 641390800480415744
negative 641391300202246144
negative 641399343824572416
neutral 641402154301845504
neutral 641403781004042240
neutral 641404603376996352
positive 641407429696163840
negative 641413085752782848
negative 641418411348742144
negative 641426278873178113
negative 641429785663533057
neutral 641437385633480704
neutral 641439437935804418
neutral 641441999611142144
neutral 641449688131076096
negative 641455963447422976
neutral 641470451097686016
positive 641472672556273664
neutral 641472955868954624
negative 641473055647133697
neutral 641477874336174082
positive 641483505348804608
neutral 641510832791269376
negative 641518407951618048
negative 641543437649514496
neutral 641564372771299328
positive 641576089429667840
negative 641596446807064576
negative 641598782560448512
neutral 641600180521832448
negative 641605662762487808
negative 641607381458128896
negative 641619456645578752
positive 641622362882985984
negative 641624522307690496
positive 641626528300699648
positive 641627938186743808
negative 641631234200875009
neutral 641636201288437762
positive 641637735703388160
negative 641646588016791552
positive 641654984321339393
neutral 641662560668807168
negative 623089996845547520
neutral 623166625550831620
neutral 623532967214907394
neutral 623650255461056514
positive 624119953952739328
positive 624166970682908672
neutral 624170722622095360
neutral 624181810608607233
neutral 624320557576642560
neutral 624472536579993601
neutral 624670787094622208
neutral 624704877491523584
neutral 624759382572580864
neutral 624766822579961856
negative 625002995105832960
neutral 625072790761308160
neutral 625089743521456129
negative 625197132790673409
negative 625389388596424704
positive 625415434116927490
neutral 625709248844935168
neutral 625833799612403712
negative 625987804993060864
neutral 625991715447386112
negative 626124559763275776
neutral 626409249023791105
neutral 626547494927892480
neutral 626625127355170816
positive 626638161863544836
negative 626688302515662850
positive 626688345482129409
negative 626810545073557504
neutral 627265214006824960
negative 627313141622439936
positive 627918208956280832
neutral 628138860434849792
negative 628509722627301376
neutral 628888020926791681
negative 628960388709789696
negative 629037053343305728
neutral 629164714300325888
neutral 629336789749141504
negative 629344022163755008
neutral 629786702052241408
negative 630171808457625600
neutral 630817148751978496
negative 630820977346150400
positive 631192740089311232
neutral 632604790720217089
neutral 632806342382653440
negative 634032590077460480
neutral 634321834171699200
neutral 635032745241112576
neutral 635166727651856384
neutral 635179934365941760
negative 635220412155105280
positive 635924485753991169
neutral 636025757672820736
negative 636255247992758272
neutral 637623077304668160
negative 637711360416198656
positive 637722964432146432
neutral 637735358126555136
neutral 638013292036923392
neutral 638090040254574592
neutral 638405789993017344
negative 638445576212754433
neutral 638531837313306624
neutral 639016598477651968
negative 640276909633486849
neutral 640296841725235200
