Sentiment Tweet_Id
positive 621547755064946692
negative 621758429300977664
negative 621957602877030400
positive 621974257472536576
negative 622053281192353792
positive 622169226980274176
positive 622198535392468993
positive 622222260787613696
positive 622258433668984833
positive 622303721922424832
positive 622318489911496705
positive 622610235140616192
negative 622634116052291584
negative 622655674732797952
positive 622752615839977472
positive 622888428263370757
positive 623014972633817089
positive 623340183296081920
positive 623361176089419776
negative 623749077939974144
negative 623938988903153664
positive 624189238364352513
positive 624522478858047488
negative 624736003698221057
positive 625071677425209344
positive 625408569639354368
positive 625439476614045696
positive 625888552216195073
positive 626000213543682049
negative 626171902130810880
positive 626498664966426624
negative 626585226240786432
negative 627207597167374336
negative 627359831003897856
negative 627476317508923393
positive 627727098556198914
negative 628307454053498882
positive 629402327028346882
positive 629501748676145153
positive 629631506588266496
negative 631003194458378240
positive 631697180374335488
positive 633859924376731648
negative 634467183339421696
positive 636698955582210048
negative 638135698856505344
negative 639278863088914432
negative 639786655222747136
positive 637930164312240128
negative 637985125767217152
negative 638011969300107264
negative 638012791039766528
positive 638014629021622273
positive 638022874222096384
negative 638043667207454720
negative 638088428010115072
negative 638090700572200960
positive 638145197919064064
positive 638176281620713472
negative 638179474178224128
negative 638180026882482177
negative 638188012539523072
positive 638209031715184640
negative 638224056991502337
negative 638300559095664641
positive 638329289591660544
negative 638350720329232384
negative 638351607847981057
negative 638356738161397760
negative 638374948512362496
negative 638396188971147264
negative 638450689027514368
negative 638482370627178496
positive 638503739708444672
negative 638514188151881728
positive 638517941219291136
negative 638525507739500545
positive 638537066771419137
negative 638547343361601536
negative 638575299643314176
positive 638603937004847104
negative 638605481053945856
negative 638638388787200000
negative 638754869420036096
positive 638824119996276737
positive 638837342174744577
positive 638864466499792896
negative 638926646355988480
positive 639048498843906048
negative 639099810117627904
positive 639337595562950656
positive 639406022113628160
positive 639441273229864960
negative 639464019485687808
negative 639544065273499648
negative 639547492548354049
positive 639648871744860164
positive 639992058132852736
negative 640004482646982657
positive 640055719757250561
negative 640165746950148096
negative 640270750373519360
negative 640273278808887296
positive 640321327291731968
negative 640729882608160769
negative 640763763151376384
negative 640774685743955968
negative 640837652929875968
negative 640844538937012224
negative 640860544090554368
negative 640918229414600705
negative 640944881893027840
negative 641038428633587712
negative 641054488732631040
negative 641161245828235264
positive 641373124802424832
positive 641443318702837760
negative 641447452105682945
positive 641562951254716420
negative 639470371977064448
positive 639478713025957888
positive 639535134815965184
positive 639578369168797696
positive 639579946021621760
positive 639581542713454592
positive 639589757979197440
positive 639590962583441408
positive 639594179564306432
positive 639606596960567297
positive 639641268528648192
positive 639657176399638529
positive 639676351587348480
positive 639683569950920705
positive 639685463855484928
positive 639697317399015424
positive 639704180609974273
positive 639720230697201664
positive 639731385205440512
positive 639731805843812352
positive 639732137302822912
positive 639732439410053120
positive 639742903128948736
positive 639745907592949760
positive 639749064872067072
positive 639750938274721792
positive 639754679056998400
positive 639759476187336704
positive 639763567923851264
positive 639766699605143552
positive 639766917520211968
positive 639767721073315842
positive 639768228546277376
positive 639776353932439552
positive 639785501902393344
positive 639791600185442306
positive 639793234722615296
positive 639795111115771904
positive 639796582649565184
positive 639801611750129664
positive 639802191218384897
positive 639802428729114624
positive 639802755910107136
negative 639806473942364160
positive 639813977237782528
positive 639814513550823428
positive 639817715666972672
positive 639818590779273216
positive 639818613474525184
positive 639824104606973956
positive 639824860324106240
positive 639837514845523968
positive 639838463383216128
positive 639838991391461376
positive 639839167069978624
positive 639841479892987904
positive 639845247284080640
positive 639848042217103360
positive 639848878305472512
positive 639850577149607936
positive 639852307614601216
positive 639852635164643328
positive 639860048185958400
positive 639865037167939584
positive 639875873131360256
positive 639876392302313472
negative 639878228765712384
positive 639895165482717184
positive 639901411778686977
positive 639902905194139648
positive 639909241042698240
positive 639913963992518656
positive 639916258897465344
positive 639916607020527616
positive 639918749601034240
positive 639923041942794240
positive 639949454028746752
positive 639974450478338049
positive 639977042176569344
positive 639983837582331904
positive 639986132822851584
positive 640051340559806464
positive 640553801066356736
positive 640844152532418560
negative 640948149998104576
positive 641029482216730625
positive 641040604756082688
positive 641418016853463040
positive 641569413746040832
positive 641605601609428992
positive 635327668737589248
positive 635345443287789568
positive 635354524685832192
negative 635364907177877504
positive 635407147027800064
positive 635417096168579072
negative 635438285855322112
positive 635439288243650560
positive 635447953658933248
negative 635450781638991873
positive 635463103090696192
negative 635466224344924160
positive 635471126685196288
negative 635479586365509632
positive 635483898936446977
negative 635490046934560768
positive 635492641388560384
negative 635502650646233088
positive 635504019008413696
negative 635506773743534080
positive 635506998503604224
negative 635509856821096452
positive 635510951308095488
negative 635511001778012161
positive 635515469898874880
positive 635517141857509376
negative 635517450029801472
negative 635529320501383168
negative 635529848589557760
positive 635530434865008640
negative 635543398997344257
negative 635543588273815552
negative 635545330797277184
positive 635546850574082048
negative 635547421494239232
positive 635547812361428992
negative 635549632626561024
negative 635549904597741569
negative 635551578104066048
positive 635553498856226816
negative 635555415531618306
positive 635560663914520576
positive 635567647095066624
positive 635588399341174784
positive 635590883207811072
positive 635600126644346880
negative 635612642355208192
negative 635622655547318272
positive 635626194226941952
positive 635661385301536768
negative 635756441522016256
positive 635762279640879104
negative 635776557966053376
negative 635800267238305792
positive 635818025791430657
negative 635818352024252420
positive 635834651970564096
positive 635842517867466753
negative 635853282129264640
positive 635855853174792197
negative 635869948527648768
positive 635877177385467905
positive 635897465779019776
negative 636197852792786944
negative 636290014985498624
positive 636590217160433665
negative 636624169862569985
negative 636649085169205250
positive 636657981656924160
negative 636871807174361088
positive 637153525147918336
negative 637184847891427328
negative 637798283683885057
negative 638475615713280000
positive 638545985187258368
positive 639858653919469568
negative 639924319607369728
positive 640012221251211265
positive 640163232368459776
negative 640278130612158464
positive 640549024043532288
positive 640618868625571841
negative 641244762129874945
negative 641398366304370688
negative 641643733205807104
negative 633145495913762817
positive 633292790336647169
positive 633354881835794434
negative 633436321013460992
negative 633527043737579520
negative 633536694843777024
positive 633572969592320000
negative 633582905537757184
negative 633715634120097792
negative 633792029768720384
negative 633814093875404800
negative 633839153592037376
positive 633851898752163840
positive 633873169993101312
positive 633882510347272192
negative 633912482940223488
positive 633923330018557952
positive 633954703680737282
positive 633979821681442816
positive 634035346016178176
negative 634155311570493440
negative 634404234432151552
positive 634440326770393088
negative 634592367958364160
positive 634780207472353281
positive 634784594546556928
positive 634801318591336448
positive 634805362529579009
negative 634889667414900736
negative 635014666792497152
negative 635046839343931392
negative 635199599947350016
positive 635275051722403840
negative 635280958200147969
positive 635307543657611264
negative 635341650798100480
negative 635548789571383296
negative 635623858314285058
negative 635730189595635712
positive 635741383098105857
negative 635919141120147456
negative 635972560002281472
negative 636248773316972544
positive 636261388785053696
positive 636372616924672000
negative 637069345395507202
negative 637407143138734081
positive 637460574260043776
positive 637851089660850176
positive 638108691653246976
negative 638191858263420928
negative 638236524769771522
positive 638408659505184768
negative 638418774933159936
negative 638490844954251265
positive 638594919406243841
positive 638756747620937728
negative 638763715349901312
negative 638904794824998916
positive 639010240239939584
negative 639052130498777088
positive 639123149238333440
positive 639203797533917184
positive 639483033297526784
negative 640015806580039680
negative 640032316702588928
positive 640241922972499969
negative 640335182164283392
negative 640504053307428864
negative 640669216530661376
negative 640685566397431808
negative 640743080254177280
positive 640749001009041408
negative 640802469128327168
positive 641102909187354624
positive 641467979662774273
positive 637741293792305152
positive 637741738518515716
negative 637775514896306176
positive 637777853124206592
negative 637894189594845184
positive 637906686045499392
negative 637908022275260417
positive 637939210180251648
positive 637950518325850112
positive 637960121784647681
positive 637966335012655104
positive 637967955486224384
positive 637972760266936320
positive 637975532949385216
positive 637982790554927104
negative 637983716778876928
positive 637992095991463937
negative 638281286835138560
positive 638302478904229888
negative 638499213354135553
negative 638511352173195266
negative 638674389282750464
positive 638776524603265024
negative 638829451191582720
positive 638832060803616768
negative 638924955892232193
positive 638948357143166976
positive 638976260950130688
positive 638993135071272960
negative 639004636914057216
positive 639011123971366912
positive 639089373657595904
positive 639115850683953154
negative 639135868175958016
positive 639161527560372224
positive 639192675615416320
positive 639196285443141632
negative 639364168785784832
positive 639375810894368768
negative 639380888015503360
positive 639404105790828544
positive 639430216469843968
positive 639533151673561088
positive 639732277103194112
negative 639732468145385472
negative 639808528060948480
positive 639814316229722113
positive 639844511322087424
negative 639849799362215936
positive 639901679878602752
positive 639926635924471809
positive 640128721152819200
positive 640271822114713600
positive 640280832343711744
positive 640374076385529858
positive 640440401556602880
positive 640466274653478912
positive 640489706413813760
positive 640516441784090625
positive 640626261925216256
positive 640653596141465600
positive 640655718748692480
negative 640703720448262144
negative 640844324113121280
positive 640870031774076928
negative 640942118710587393
negative 640950230742134784
negative 640959227188477953
positive 640992521087270912
positive 641015753743986689
positive 641162116033085440
negative 641193013025357824
positive 641202063003754497
positive 641229507962241024
positive 641254318188949505
positive 641271753659023361
negative 641367030415933440
negative 641385902258958336
positive 641394369669500928
positive 641486522529763329
positive 641538363540045825
positive 641600919075987456
positive 641663321305952257
negative 641442058356572160
positive 641442844234903552
positive 641442978385424384
positive 641449469653860352
negative 641450246158065664
positive 641452711771111424
positive 641453089568894976
positive 641457968274345988
positive 641458496056201216
positive 641460468519993344
positive 641462066197348352
positive 641463096398053377
positive 641464925781495808
negative 641466816288559104
positive 641470693901660160
positive 641470875284467712
positive 641471858999709696
negative 641475054560120832
positive 641476681098752000
positive 641480995254865920
positive 641482048021078018
negative 641483770315542528
positive 641487144846909440
positive 641488012459663360
positive 641489724708794368
positive 641490036911947776
negative 641493216399757312
positive 641497654237728768
positive 641506979081519104
positive 641507078591217664
negative 634676750715351040
positive 634692225843265536
positive 634692475693744128
positive 634711046373175297
negative 634759069069348865
positive 634989092200165376
negative 635050819457536001
positive 635370959348871168
negative 635416102542163968
positive 636340601928216576
negative 636519065192898560
negative 636586481117724672
negative 636626344194015234
positive 637447047822446593
negative 637503002656444417
positive 637924673443995648
positive 638392325660626944
negative 638398369224916992
positive 639552758912172032
negative 639700994876645376
negative 639701746575650816
positive 639745321115983872
negative 640463439345909760
positive 640511523190796288
positive 641150496141615104
positive 632880375983964160
positive 632894572939620353
positive 633402517800546304
positive 633403143796203520
positive 633403779174526976
negative 633658499952676864
positive 633732861862940673
negative 633809901547057152
positive 634038239557455872
positive 634200282008694784
positive 634328338170032128
positive 634337122355388416
positive 634361055393804293
negative 634391928482725888
negative 634425734258409472
negative 634505775403114497
negative 634650148417761281
positive 634680263684001793
negative 634698252034551809
negative 635048059790053376
positive 635406613944397824
negative 635474369268027392
positive 635754036835262464
positive 636068112266330112
negative 636140114830344192
positive 636282157774864385
positive 636488347695861760
positive 636586107145199616
positive 636630181659209728
positive 636820930543648768
negative 636885610763038720
negative 636894421578067968
positive 636895299106152448
positive 636917166974083072
negative 637028195250909184
positive 637331439634223105
positive 637737485695610881
negative 637775514896306176
positive 637926163030089728
positive 637948930324606976
positive 637957234455134208
positive 637971755580133377
positive 637986204210831360
negative 638344212933701632
positive 638608937445683200
negative 638704235736137728
negative 639183043794726912
positive 639199695374581764
negative 639331790629535744
positive 639368543688114176
positive 639396615783075840
positive 639443845890093056
positive 639517683873128448
positive 639713420636504064
negative 639718916705648640
positive 639752555707396096
positive 639764731750973440
negative 639792015107063808
negative 639798848454553600
positive 639828253482594304
negative 639922848556052480
positive 639958985827819520
negative 640076240817418240
negative 640110503155617796
positive 640110831842238465
positive 640274726661828609
positive 640287157815508993
positive 640367578351816704
positive 640757161019228160
positive 641131415875256320
positive 641228611870150656
positive 641304761401278464
negative 641641295606366208
positive 628331336596619266
positive 628346284361973760
positive 628470855463383044
negative 628649511838162947
positive 628773746871017472
negative 628784144269594624
positive 628792713488543744
positive 629095993041113088
positive 629426040889327616
positive 629690358742523904
positive 629794562576359425
negative 630113607913742336
positive 630118917629964288
negative 630175161002643456
positive 630406522896547841
negative 630524936176705536
negative 630576333807091712
negative 630833107411845120
positive 631293226498945025
negative 631592969053859840
positive 631844199093129217
positive 632022549027688449
negative 632045487432970241
positive 632391299912433665
negative 632442694808145921
positive 632512554305130497
positive 632756925516619776
negative 632939558598905856
positive 633042074879832065
negative 633101783527723008
positive 633273650674814976
positive 633331291514097665
positive 633369499350102016
positive 633380644001742848
negative 633621599879430146
negative 633735922719178753
positive 633751103629193216
positive 633989745266282496
positive 634005415978627072
negative 634032603201323009
positive 634187820484001792
negative 634246431033925632
positive 634275104709435392
positive 634352108364529665
negative 634356634664443904
positive 634425212335816704
positive 634432237027655680
positive 634480922843189248
positive 634518424383827968
negative 634560302034518016
positive 634936207114289152
negative 634984305073061888
positive 635021140730249216
positive 635213735284477952
positive 635953968380686336
positive 636361464891183104
negative 636756702638026752
negative 636774312062619649
positive 636897294600810496
positive 637133817145200640
positive 637234589489102848
negative 637439565549170688
negative 637651180399693825
negative 637848793577357312
positive 638405805394534400
negative 638463401631588352
negative 638463776212303872
positive 639042460635688960
positive 639261808574902272
negative 639707752315650048
negative 639709590913847296
positive 639900354386206720
positive 640198745456558080
negative 640324637075894272
positive 640659816420102144
negative 640673638174187520
negative 640822923213828096
positive 640978178236936192
positive 641119350913499136
negative 641286059532361732
negative 641287866484658176
negative 641298064427237376
positive 641434250827313152
negative 641490603193167872
positive 627764469729521664
positive 627881680733233152
positive 628118074328260608
negative 628246278384807936
positive 628520587015663618
positive 628600780975697920
positive 628773222000009216
positive 628774203362115588
negative 628777747540746242
positive 628816586275565569
positive 628893507684540416
negative 629035692450906112
positive 629085719596679168
positive 629236795033657344
positive 629315793080049665
negative 629464041203744769
positive 629526024024424448
positive 629538209886769152
positive 629560981035745280
positive 629949053485367296
positive 630142794204639232
positive 630473332383739904
negative 630909347183370240
negative 630967083027853312
positive 631210797234937857
negative 631252216658182145
positive 631516574587965441
positive 632014320390537216
negative 632156391277490176
positive 632317967200485376
negative 632410506687586304
negative 632900882078789632
negative 633020269683187713
positive 633315721888538624
negative 633331622994034693
negative 633339935186141185
negative 633693812108431360
negative 634209505329434624
positive 634225922439143426
positive 634273693644906498
negative 634281367098945536
negative 634300661174173696
positive 634323234167635968
positive 634370089270177793
negative 634700833037258752
negative 634838269885313024
positive 634847054045532160
positive 635025649351192576
positive 635048363293999104
negative 635990494783389696
positive 636026561750286337
negative 636372201453649921
positive 637415649187270657
positive 637498027054272512
negative 638791271033737217
negative 640300670667616256
negative 640329556461752320
positive 640536809923981312
negative 640554259013046272
positive 640556025918062592
negative 640570797279436801
positive 640582981388644352
negative 640615130284228608
positive 640671195235491840
negative 640672034289229824
negative 640683365838950400
negative 640684648801136641
positive 640756256668430338
negative 640769646589644800
positive 640772428986232832
negative 640912191449731072
negative 641075551860604928
negative 641314204541153281
positive 626587457933279232
negative 626622569043509248
negative 627028846739456000
positive 627290238549819392
positive 627291496367009792
positive 627359417919406080
negative 627972879380951040
negative 628067943750828032
negative 628367402242191360
positive 628450923581468672
negative 628497094844678145
negative 628630329469833216
positive 628750687380221952
positive 628776809123979264
positive 628990367061426177
negative 629187069521178624
positive 629746392261623808
negative 629772070100963328
positive 629864157727313920
positive 629901201719439360
positive 630155773918711808
positive 630236523175153665
negative 630307953157931008
positive 630548986571546624
positive 631334954908061696
positive 632039480694669312
negative 632171359724961793
negative 632371336443097088
positive 632721450252697600
negative 632747451548569600
negative 632812578805186560
positive 632973198796193792
negative 633391209415843840
negative 633824623017095168
negative 633858187326656512
negative 634088717683003392
positive 634435465504886784
positive 634602310262386688
positive 634890543349108736
positive 635141932960739328
positive 635348283813048325
negative 635587510505197568
positive 635597228703391744
positive 635843253628092416
positive 635915840337022976
negative 636061301609922560
positive 636283678226673664
positive 636325804209668096
positive 636416946523672581
positive 636598769551716352
negative 636621497864294400
negative 637016016720166917
negative 637022030282539009
negative 637327504265445376
negative 637496796332339202
negative 637496801537339392
positive 637765670885818370
negative 638057465247043590
negative 638131414026817536
negative 638234817126006784
positive 638472819496497152
negative 638749126667075584
positive 638826389479669761
negative 638921295585931264
negative 638945069073047552
positive 639125559524487168
negative 639610561924308992
negative 639617050005127169
positive 639833351709454336
negative 639982213245726724
negative 640282765137567745
negative 640356221074014208
negative 640537485123186688
negative 640544939357569025
positive 640944828877025280
positive 640988612121595904
positive 632846939537604609
positive 632888082845536256
positive 632982999202664449
positive 633146859624632320
positive 633340354004029440
positive 633363149287112704
positive 633387125077970944
positive 633429925089951745
negative 633470455358357504
positive 633614179329515520
positive 633625152887103488
positive 633633950099996672
positive 633645745464311808
positive 633703936508194817
positive 633889383926640640
positive 633922774906630145
positive 634002132379697152
positive 634007581548236804
positive 634079852459651072
positive 634258710970413056
positive 634341005647589376
positive 634349583372578816
positive 634422465280782337
positive 634428112902713344
positive 634448060362309633
positive 634469540458397696
negative 634720850378387456
positive 635129295019466752
positive 635320442132107265
positive 635638345750593536
positive 635913504428556288
positive 635948519099076609
positive 636085068105154561
positive 636104370006921216
positive 636374056166514688
positive 636456887182041088
positive 636537973207490560
positive 636692845164916736
positive 636729715546390529
positive 636809976518938624
positive 636908117238919168
positive 636959552315990016
negative 636979120707137536
positive 637091107222908928
positive 637515473685508096
positive 637724845174824961
negative 637745179575717888
positive 637781018150313984
positive 637858687076421632
positive 637874401145409536
positive 637916805646938112
positive 637921009274777600
positive 638043782676656129
negative 638116780536397826
positive 638302584302891008
positive 638507727174537216
positive 638837472571486208
positive 638980069147418624
positive 639010004939444224
positive 639075031864225792
negative 639211516189929472
positive 639212555844632576
positive 639263653787758592
positive 639268536586760192
positive 639529044460105728
positive 639786952166871040
positive 639924966427758592
positive 639941926829985793
positive 640321899738873856
positive 640521480418148357
positive 640650526548344832
positive 640876361192722432
positive 640956631463759872
positive 641283597773705216
positive 641313529828610048
positive 641320847924457472
positive 641608771068948480
negative 641650161106714624
positive 641654143279595520
positive 641185318293536768
positive 641189952450072576
negative 641203973559418880
negative 641206581288374273
negative 641225079720947712
negative 641226472552837120
negative 641238513304866817
positive 641256658904162305
negative 641282246960287744
negative 641284088385679360
negative 641284970733023232
positive 641290713699848192
negative 641291335861833728
negative 641296702088024064
negative 641301414560538624
negative 641304984194297856
positive 641307382941880320
negative 641324828788699136
negative 641335931094630400
positive 641345733367431168
negative 641351046913134592
negative 641351292338618368
positive 641354270781009920
positive 641354691125706752
negative 641354833195220993
positive 641361243916234752
negative 641364548700606464
positive 641378443150651392
positive 641378646012227584
negative 641380447927316480
negative 641384379521069056
positive 641390800480415744
positive 641391300202246144
positive 641399343824572416
positive 641402154301845504
positive 641403781004042240
negative 641404603376996352
positive 641407429696163840
negative 641413085752782848
negative 641418411348742144
negative 641426278873178113
positive 641429785663533057
positive 641437385633480704
negative 641439437935804418
negative 641441999611142144
positive 641449688131076096
negative 641455963447422976
positive 641470451097686016
negative 641472672556273664
negative 641472955868954624
negative 641473055647133697
positive 641477874336174082
negative 641483505348804608
negative 641510832791269376
positive 641518407951618048
positive 641543437649514496
negative 641564372771299328
negative 641576089429667840
negative 641596446807064576
positive 641598782560448512
positive 641600180521832448
positive 641605662762487808
positive 641607381458128896
negative 641619456645578752
negative 641622362882985984
negative 641624522307690496
negative 641626528300699648
negative 641627938186743808
negative 641631234200875009
positive 641636201288437762
positive 641637735703388160
negative 641646588016791552
positive 641654984321339393
negative 641662560668807168
negative 623089996845547520
positive 623166625550831620
negative 623532967214907394
positive 623650255461056514
negative 624119953952739328
negative 624166970682908672
negative 624170722622095360
positive 624181810608607233
negative 624320557576642560
negative 624472536579993601
negative 624670787094622208
positive 624704877491523584
positive 624759382572580864
negative 624766822579961856
negative 625002995105832960
negative 625072790761308160
positive 625089743521456129
negative 625197132790673409
positive 625389388596424704
positive 625415434116927490
negative 625709248844935168
negative 625833799612403712
positive 625987804993060864
positive 625991715447386112
positive 626124559763275776
positive 626409249023791105
negative 626547494927892480
positive 626625127355170816
negative 626638161863544836
negative 626688302515662850
negative 626688345482129409
negative 626810545073557504
negative 627265214006824960
positive 627313141622439936
positive 627918208956280832
negative 628138860434849792
negative 628509722627301376
positive 628888020926791681
negative 628960388709789696
positive 629037053343305728
positive 629164714300325888
positive 629336789749141504
positive 629344022163755008
negative 629786702052241408
negative 630171808457625600
negative 630817148751978496
positive 630820977346150400
positive 631192740089311232
negative 632604790720217089
positive 632806342382653440
negative 634032590077460480
negative 634321834171699200
positive 635032745241112576
positive 635166727651856384
positive 635179934365941760
positive 635220412155105280
negative 635924485753991169
positive 636025757672820736
negative 636255247992758272
positive 637623077304668160
positive 637711360416198656
positive 637722964432146432
negative 637735358126555136
positive 638013292036923392
negative 638090040254574592
positive 638405789993017344
negative 638445576212754433
positive 638531837313306624
positive 639016598477651968
positive 640276909633486849
positive 640296841725235200
positive 636209869255634944
negative 636212744186953733
negative 636258863558168576
positive 636295810599251968
positive 636326367093764097
positive 636484412654268416
positive 636522432979947520
positive 636538301000888320
positive 636635617598775296
positive 637626394864914432
positive 637626986979033088
positive 637745966909526016
positive 637785711383609344
positive 638130291555610625
positive 638501772143796224
positive 638503449534054401
positive 638503513316814848
positive 638505605825753089
positive 638507821462618112
positive 638510545008771073
positive 638516251476799488
positive 638519367970500608
positive 638521578330959872
positive 638534949604188160
positive 638819901163986946
positive 639217619321659392
positive 639317019783892992
positive 639536587244703745
positive 639844717480378368
positive 639864217428996096
positive 639894846442967041
positive 640208689769660417
positive 640302588617981952
positive 640324003048124416
positive 641438754213728256
positive 633667870099144705
positive 633683292596797440
positive 634135861857157120
positive 634227230025973760
negative 634439365729521664
positive 634484206672982016
positive 634556182288580608
positive 634754996635090944
positive 634809429276291072
negative 634881566754390016
negative 635123017933156352
positive 635249487544369152
positive 635380424596963329
positive 635680236500316161
positive 635819494531837952
negative 635822055666135041
negative 635966335374200833
positive 636370093509750784
positive 636374157131911170
positive 636395907521609728
positive 636643054301106176
negative 636758478183202816
negative 636863673084936192
negative 637063650524721152
negative 637069253414400000
positive 637081433018777601
negative 637223076342591488
positive 637673846175232000
positive 637702995396927490
negative 637760402814726144
negative 638010060560592896
negative 638033869283938304
negative 638250221105901568
negative 638294020008054785
negative 638496056280354816
positive 638532037335494656
negative 638557635369938944
negative 638753357977518080
positive 639107429242904576
positive 639315294624837633
positive 639480000891240448
positive 639595547490430976
positive 639620203475791872
positive 640194301897523200
positive 640958530103693312
positive 641257840317960192
positive 641419077471199232
positive 641419291657506816
positive 640978566700793856
positive 640993271922061312
positive 641014076806557696
positive 641032295294472192
positive 641035173275025409
positive 641049321899728897
positive 641077671489835009
positive 641078571474255872
positive 641089812133363713
positive 641105704854663168
positive 641106190659919872
positive 641196772556017665
positive 641229779954302976
positive 641233609613938688
positive 641249800579608576
positive 641251185844948993
positive 641260282375868416
positive 641293277510021120
positive 641322123114450944
positive 641326668217470977
negative 641350215518175232
positive 641354533679968256
negative 641355132467175424
positive 641369063889879040
positive 641415924042481664
positive 641418159853993984
positive 641421176443641856
positive 641425193190100992
positive 641430368550170625
positive 641434186340020225
positive 641436078201786368
positive 641440255212519425
positive 641452535757295616
positive 641453487667048448
positive 641463227713368064
positive 641469149131218944
negative 641469222271344641
positive 641481228558970880
positive 641492923402465280
positive 641494825108242432
positive 641496982066888704
positive 641563639246397441
positive 641573169564807168
positive 641579872435830784
positive 641602994862202880
positive 641612506100813824
positive 641626376563326977
positive 620820906164813824
positive 620849981931393024
positive 620863433462841344
positive 620895806732701696
positive 620968343810523136
positive 621011244397559808
positive 621076468668477441
positive 621079502505013248
positive 621083339798249472
positive 621212335328198656
positive 621309403661266944
negative 621430307888173056
positive 621433383395135488
positive 621475162257534976
positive 621509047825530880
positive 621547755064946692
positive 621758429300977664
positive 621957602877030400
negative 621974257472536576
positive 622169226980274176
positive 622198535392468993
positive 622258433668984833
positive 622303721922424832
positive 622610235140616192
positive 622655674732797952
positive 622752615839977472
positive 622888428263370757
positive 623014972633817089
positive 623749077939974144
